Model,Risk Class,Sensitivity,Specificity,Precision,F1-Score,ROC-AUC,Brier Score
Imaging,Binary,1.0,0.5170068027210885,0.5847953216374269,0.7380073800738007,0.9984353741496598,0.1921780838765844
